VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2023-03-03 08:55:28,2023-03-03 09:54:28,3,32.97,-73.763817,40.589342,6,N,-74.025225,40.647278,3,95.99,1.21,0.5,14.96,5.67,0.3,118.63
2,2023-07-15 08:44:23,2023-07-15 08:58:23,2,46.54,-74.057972,40.880847,1,Y,-73.929067,40.688389,1,40.95,3.9,0.5,14.7,3.68,0.3,64.03
2,2023-08-22 08:34:23,2023-08-22 09:09:23,2,36.55,-74.063909,40.587912,4,Y,-74.24695,40.720472,1,80.67,3.82,0.5,16.55,7.96,0.3,109.8
2,2023-01-13 06:59:56,2023-01-13 07:42:56,3,18.71,-73.996396,40.631674,5,N,-74.206431,40.536003,3,68.45,1.65,0.5,15.35,0.15,0.3,86.4
1,2023-08-08 04:56:21,2023-08-08 05:10:21,1,40.54,-74.267408,40.585739,4,Y,-74.142196,40.847248,3,28.67,3.77,0.5,15.37,3.12,0.3,51.73
2,2023-06-17 07:40:52,2023-06-17 08:17:52,6,32.68,-73.862965,40.727506,2,N,-73.761916,40.82065,1,41.44,3.18,0.5,17.09,2.02,0.3,64.53
2,2023-05-19 04:36:33,2023-05-19 04:52:33,5,40.11,-73.917412,40.531378,5,Y,-74.120881,40.678314,2,86.45,2.04,0.5,6.14,7.31,0.3,102.74
1,2023-09-14 16:56:04,2023-09-14 17:45:04,6,39.33,-74.000559,40.52901,3,N,-74.201518,40.624475,1,2.89,2.49,0.5,15.29,7.67,0.3,29.14
1,2023-08-27 01:10:26,2023-08-27 01:46:26,4,34.33,-74.0168,40.714023,2,Y,-74.191493,40.729775,3,51.72,0.25,0.5,11.76,4.57,0.3,69.1
1,2023-12-29 11:44:45,2023-12-29 12:07:45,6,31.42,-74.199226,40.501163,4,Y,-73.783751,40.518524,2,51.15,2.09,0.5,12.2,1.6,0.3,67.84
1,2023-11-03 22:54:21,2023-11-03 23:02:21,2,38.92,-74.089456,40.69583,4,Y,-74.276213,40.74333,2,62.39,4.91,0.5,13.52,6.46,0.3,88.08
2,2023-01-23 09:41:12,2023-01-23 10:20:12,4,35.51,-74.085202,40.770959,2,N,-73.835763,40.670677,4,57.24,3.11,0.5,3.44,1.21,0.3,65.8
1,2023-01-17 16:00:47,2023-01-17 16:43:47,4,44.91,-74.211208,40.7959,1,N,-74.219569,40.681658,3,72.48,3.34,0.5,5.7,8.47,0.3,90.79
2,2023-02-12 18:13:52,2023-02-12 19:13:52,1,16.75,-73.944574,40.837089,3,Y,-73.895375,40.689514,2,36.4,2.16,0.5,16.27,5.17,0.3,60.8
2,2023-05-11 03:13:12,2023-05-11 04:05:12,6,41.19,-74.007578,40.670486,5,N,-74.009121,40.875775,4,68.44,1.27,0.5,11.13,6.55,0.3,88.19
2,2023-09-04 09:32:37,2023-09-04 09:40:37,3,24.29,-73.734392,40.653265,5,N,-73.881848,40.768612,4,81.51,4.94,0.5,13.82,5.88,0.3,106.95
2,2023-01-28 01:15:23,2023-01-28 01:57:23,4,25.98,-73.742074,40.518071,2,N,-74.251363,40.813951,1,34.62,3.72,0.5,11.56,1.4,0.3,52.1
1,2023-01-26 00:24:48,2023-01-26 00:33:48,3,6.17,-73.759447,40.793007,4,N,-74.025093,40.724278,2,17.91,1.84,0.5,15.45,2.98,0.3,38.98
2,2023-12-05 12:04:33,2023-12-05 12:24:33,2,25.5,-73.952836,40.866116,3,Y,-73.818274,40.832155,1,18.19,2.53,0.5,5.41,5.57,0.3,32.5
2,2023-01-04 19:13:25,2023-01-04 20:03:25,3,12.07,-74.009245,40.627198,2,N,-73.907295,40.875912,2,35.43,0.86,0.5,17.66,8.02,0.3,62.77
2,2023-10-06 15:47:44,2023-10-06 16:11:44,3,28.47,-74.161525,40.895115,5,N,-74.262704,40.624311,3,24.94,0.41,0.5,0.77,6.43,0.3,33.35
1,2023-09-30 19:22:34,2023-09-30 19:42:34,3,2.51,-74.181918,40.760946,4,N,-74.26151,40.735846,3,63.36,1.53,0.5,13.73,9.82,0.3,89.24
1,2023-04-17 16:34:03,2023-04-17 16:40:03,3,48.24,-73.879121,40.747868,1,N,-73.98581,40.669191,4,44.07,1.32,0.5,8.31,0.47,0.3,54.97
2,2023-05-20 00:31:35,2023-05-20 01:06:35,3,43.73,-73.762631,40.533527,2,N,-73.905279,40.763171,4,55.3,3.42,0.5,5.44,4.13,0.3,69.09
2,2023-10-31 18:25:27,2023-10-31 18:37:27,3,46.31,-74.17437,40.836315,3,N,-74.083005,40.578223,4,70.09,4.33,0.5,4.2,4.43,0.3,83.85
1,2023-10-30 14:18:07,2023-10-30 14:27:07,3,18.69,-73.768069,40.822362,6,Y,-73.810045,40.852665,3,96.68,1.08,0.5,9.26,2.83,0.3,110.65
2,2023-05-15 08:52:40,2023-05-15 09:10:40,6,27.93,-73.890157,40.549445,5,N,-74.010014,40.80644,2,78.76,0.74,0.5,1.72,1.71,0.3,83.73
1,2023-02-19 07:45:49,2023-02-19 07:54:49,5,37.55,-73.726702,40.522963,4,N,-73.894046,40.609098,2,33.76,1.41,0.5,11.84,9.16,0.3,56.97
1,2023-11-06 06:47:01,2023-11-06 07:26:01,4,1.91,-73.828825,40.711841,5,Y,-74.160476,40.893831,4,44.52,4.31,0.5,9.93,7.22,0.3,66.78
1,2023-03-02 09:51:26,2023-03-02 10:43:26,4,38.5,-73.720347,40.872917,5,N,-74.242986,40.756061,2,13.5,4.17,0.5,2.72,9.02,0.3,30.21
1,2023-08-31 23:14:16,2023-09-01 00:09:16,2,43.79,-74.147096,40.571053,6,Y,-74.106784,40.752939,3,7.78,4.64,0.5,13.63,7.61,0.3,34.46
1,2023-07-14 13:07:44,2023-07-14 13:42:44,1,40.31,-73.922305,40.747801,1,Y,-74.28396,40.585396,1,17.83,4.3,0.5,5.34,8.57,0.3,36.84
1,2023-07-31 13:28:12,2023-07-31 13:52:12,1,49.49,-73.828999,40.775079,6,N,-74.074667,40.71706,4,98.07,3.67,0.5,10.42,6.65,0.3,119.61
1,2023-11-01 08:59:31,2023-11-01 09:09:31,6,27.01,-73.858057,40.767758,2,Y,-73.836558,40.648674,3,93.63,4.79,0.5,7.85,8.86,0.3,115.93
2,2023-03-20 12:58:27,2023-03-20 13:25:27,6,49.52,-73.766751,40.686065,6,Y,-73.804603,40.813003,1,30.32,1.08,0.5,5.41,1.31,0.3,38.92
2,2023-12-01 20:23:02,2023-12-01 20:56:02,3,38.36,-73.776366,40.631913,1,Y,-74.068841,40.897487,1,65.25,0.26,0.5,5.65,0.83,0.3,72.79
1,2023-04-17 06:16:55,2023-04-17 07:00:55,4,42.97,-74.124551,40.597413,1,Y,-74.100836,40.739206,3,10.67,3.9,0.5,13.75,9.49,0.3,38.61
1,2023-12-16 13:48:56,2023-12-16 14:05:56,5,30.98,-74.11348,40.831222,3,Y,-74.013093,40.616256,2,28.23,0.43,0.5,2.76,0.04,0.3,32.26
2,2023-05-24 21:07:35,2023-05-24 21:54:35,1,39.24,-74.063143,40.842917,4,N,-73.791392,40.864208,2,67.77,2.23,0.5,13.99,4.76,0.3,89.55
1,2023-06-25 07:10:10,2023-06-25 07:50:10,5,37.99,-73.816665,40.78871,6,N,-74.230159,40.720342,1,32.22,1.38,0.5,10.07,5.47,0.3,49.94
1,2023-05-20 10:01:21,2023-05-20 10:54:21,1,13.41,-73.898925,40.703286,1,N,-73.801958,40.824614,4,34.71,4.97,0.5,17.9,5.66,0.3,64.04
2,2023-02-06 07:48:22,2023-02-06 08:04:22,3,48.24,-73.872389,40.816057,1,N,-74.173822,40.540964,2,80.38,0.02,0.5,12.99,2.8,0.3,96.99
1,2023-10-04 04:20:57,2023-10-04 04:30:57,6,15.02,-73.896826,40.529046,5,Y,-73.76725,40.872725,2,56.33,1.21,0.5,17.41,3.92,0.3,79.67
2,2023-03-07 13:05:05,2023-03-07 13:10:05,6,9.19,-74.064243,40.542271,4,Y,-73.835949,40.623317,4,30.15,4.78,0.5,4.89,7.14,0.3,47.76
1,2023-07-21 07:39:36,2023-07-21 08:22:36,4,35.72,-73.903018,40.669096,1,N,-74.250071,40.723869,2,4.23,0.49,0.5,11.33,4.14,0.3,20.99
2,2023-12-19 03:47:21,2023-12-19 04:06:21,3,30.64,-73.836601,40.577995,5,N,-74.257842,40.529532,4,79.29,4.19,0.5,10.83,5.18,0.3,100.29
2,2023-03-13 06:57:06,2023-03-13 07:30:06,2,0.85,-74.175052,40.800679,2,N,-74.268089,40.757669,3,79.59,4.39,0.5,6.36,6.08,0.3,97.22
1,2023-08-23 08:32:39,2023-08-23 08:55:39,5,5.91,-73.926427,40.875848,6,Y,-73.967333,40.799295,2,5.19,2.05,0.5,14.6,1.53,0.3,24.17
2,2023-05-11 19:00:38,2023-05-11 19:17:38,1,34.24,-73.917003,40.613868,3,Y,-73.98103,40.685179,2,52.54,2.9,0.5,7.45,9.88,0.3,73.57
1,2023-06-07 21:12:21,2023-06-07 21:40:21,1,13.35,-73.742249,40.829388,4,Y,-74.27505,40.609018,4,11.2,2.41,0.5,16.21,0.29,0.3,30.91
2,2023-07-07 13:32:56,2023-07-07 14:18:56,6,20.3,-73.88726,40.529684,6,N,-73.840503,40.546604,3,72.37,0.68,0.5,11.3,4.52,0.3,89.67
1,2023-02-23 20:49:20,2023-02-23 21:44:20,6,24.83,-73.786439,40.718861,2,N,-73.838728,40.56381,3,7.59,2.85,0.5,1.26,6.39,0.3,18.89
2,2023-05-29 23:12:06,2023-05-30 00:11:06,4,32.36,-74.266806,40.57468,2,N,-73.972642,40.807206,4,10.78,4.25,0.5,19.47,2.26,0.3,37.56
1,2023-08-28 18:37:21,2023-08-28 19:06:21,2,34.09,-73.855426,40.823874,1,Y,-74.112613,40.502105,3,49.98,1.16,0.5,1.43,1.35,0.3,54.72
1,2023-03-24 10:52:38,2023-03-24 11:06:38,1,4.37,-74.267777,40.861799,6,Y,-74.080441,40.625278,2,6.36,1.59,0.5,11.91,0.74,0.3,21.4
1,2023-11-26 03:17:08,2023-11-26 03:59:08,3,7.39,-73.764908,40.787546,2,Y,-74.135199,40.826638,4,25.95,4.77,0.5,1.08,2.78,0.3,35.38
2,2023-11-09 06:23:46,2023-11-09 07:08:46,4,25.82,-73.884278,40.796436,4,Y,-74.098384,40.63165,2,21.22,3.6,0.5,7.56,8.08,0.3,41.26
2,2023-08-15 03:55:59,2023-08-15 04:14:59,1,30.87,-73.883162,40.837596,5,Y,-73.943012,40.641826,4,90.26,0.38,0.5,14.82,9.27,0.3,115.53
2,2023-12-11 22:06:18,2023-12-11 22:54:18,5,23.16,-74.230712,40.851472,4,Y,-74.245486,40.624347,2,70.82,4.56,0.5,13.38,7.72,0.3,97.28
1,2023-10-01 00:26:04,2023-10-01 01:13:04,2,16.96,-73.914928,40.720999,1,N,-74.196705,40.882864,4,47.03,4.37,0.5,15.42,9.09,0.3,76.71
2,2023-10-28 05:49:32,2023-10-28 05:57:32,1,25.27,-73.962242,40.537953,5,N,-74.033133,40.686784,2,81.37,4.93,0.5,6.7,1.37,0.3,95.17
2,2023-08-23 03:32:22,2023-08-23 04:16:22,1,3.4,-73.953427,40.585629,1,N,-73.84923,40.823015,4,77.08,0.31,0.5,14.93,4.01,0.3,97.13
2,2023-08-18 14:34:44,2023-08-18 14:52:44,3,27.36,-73.760143,40.617143,3,Y,-74.132571,40.7768,2,4.65,4.66,0.5,17.79,0.77,0.3,28.67
2,2023-03-29 05:47:05,2023-03-29 06:16:05,5,29.34,-73.787919,40.50676,1,N,-74.199945,40.770587,1,92.15,2.16,0.5,0.32,5.93,0.3,101.36
1,2023-09-27 19:13:29,2023-09-27 19:23:29,5,40.55,-74.0632,40.80984,6,N,-74.256136,40.760125,3,16.63,1.98,0.5,18.52,5.72,0.3,43.65
2,2023-09-04 23:08:11,2023-09-05 00:01:11,2,49.95,-73.749325,40.887182,4,Y,-74.270822,40.741665,2,73.32,1.11,0.5,11.41,9.25,0.3,95.89
2,2023-04-01 14:48:41,2023-04-01 15:27:41,6,29.9,-73.917118,40.899249,4,Y,-73.93703,40.510563,4,65.41,0.13,0.5,2.22,3.48,0.3,72.04
1,2023-02-02 05:27:47,2023-02-02 05:49:47,5,2.73,-73.977614,40.878415,5,N,-73.896644,40.724839,1,81.55,2.6,0.5,8.68,8.84,0.3,102.47
1,2023-03-28 01:03:23,2023-03-28 01:39:23,1,2.79,-74.292044,40.605372,3,Y,-73.85479,40.505,4,76.3,3.15,0.5,1.2,1.51,0.3,82.96
1,2023-09-19 15:20:15,2023-09-19 15:38:15,6,30.69,-74.054898,40.549013,5,N,-73.899586,40.889569,2,15.2,1.17,0.5,17.37,1.5,0.3,36.04
2,2023-06-20 21:12:28,2023-06-20 21:43:28,4,29.18,-74.095911,40.634982,2,Y,-73.789413,40.824038,3,93.03,0.79,0.5,13.63,7.38,0.3,115.63
1,2023-12-03 16:22:59,2023-12-03 17:21:59,5,12.74,-74.146098,40.706021,3,Y,-74.239446,40.847476,4,26.85,0.72,0.5,10.97,5.7,0.3,45.04
2,2023-03-12 04:37:59,2023-03-12 05:09:59,6,13.84,-74.09118,40.597067,6,N,-73.95115,40.670317,3,62.08,2.5,0.5,0.26,4.25,0.3,69.89
1,2023-11-04 17:25:59,2023-11-04 18:18:59,2,16.17,-73.876024,40.51651,5,N,-74.059785,40.69692,2,47.59,4.48,0.5,7.71,9.51,0.3,70.09
1,2023-06-08 19:04:44,2023-06-08 19:22:44,5,31.75,-74.281012,40.550234,3,Y,-73.880255,40.65099,1,28.15,2.35,0.5,12.0,4.48,0.3,47.78
1,2023-10-30 03:55:34,2023-10-30 04:29:34,6,45.55,-74.245421,40.842773,4,N,-74.226527,40.577809,3,66.52,1.52,0.5,18.05,0.12,0.3,87.01
1,2023-03-20 16:56:38,2023-03-20 17:34:38,5,32.0,-74.147161,40.609094,5,Y,-73.934452,40.55673,4,19.7,2.38,0.5,2.08,9.68,0.3,34.64
1,2023-02-13 00:32:15,2023-02-13 01:26:15,6,31.69,-74.206339,40.66338,2,Y,-74.001146,40.736165,4,71.74,0.11,0.5,2.19,0.02,0.3,74.86
1,2023-10-16 12:28:24,2023-10-16 12:35:24,6,8.43,-74.051217,40.857571,2,N,-74.288071,40.569647,1,66.47,3.27,0.5,5.42,9.26,0.3,85.22
2,2023-11-02 15:59:05,2023-11-02 16:07:05,1,17.8,-74.216769,40.728847,5,N,-74.090047,40.726346,3,88.26,2.16,0.5,8.3,5.45,0.3,104.97
2,2023-03-31 23:35:14,2023-04-01 00:32:14,4,45.28,-74.028982,40.828654,5,Y,-74.075525,40.692215,4,52.5,0.82,0.5,8.4,2.57,0.3,65.09
1,2023-05-12 09:19:07,2023-05-12 10:04:07,1,30.01,-74.152057,40.770224,4,N,-74.18287,40.53422,1,75.02,2.26,0.5,15.71,0.32,0.3,94.11
2,2023-05-07 14:04:47,2023-05-07 14:35:47,6,6.08,-74.032955,40.585419,1,Y,-73.937431,40.519258,1,32.81,3.36,0.5,11.26,7.03,0.3,55.26
1,2023-04-25 14:53:35,2023-04-25 15:39:35,1,12.26,-73.734411,40.735372,5,N,-74.256667,40.792936,4,37.15,1.35,0.5,19.19,3.79,0.3,62.28
2,2023-08-30 07:29:05,2023-08-30 07:50:05,4,20.95,-74.048533,40.73545,3,Y,-74.005713,40.749301,2,48.96,0.84,0.5,15.85,0.33,0.3,66.78
1,2023-11-17 12:25:01,2023-11-17 13:11:01,6,34.81,-73.728946,40.745452,5,Y,-73.982473,40.879397,1,61.39,3.42,0.5,12.01,0.8,0.3,78.42
2,2023-03-18 10:35:07,2023-03-18 11:35:07,5,25.87,-73.885762,40.68823,3,N,-74.144352,40.501223,2,13.2,1.19,0.5,12.63,6.11,0.3,33.93
1,2023-05-09 10:40:19,2023-05-09 11:29:19,6,41.96,-73.814792,40.852305,3,N,-74.249874,40.821608,2,91.89,0.74,0.5,12.46,9.12,0.3,115.01
1,2023-08-29 06:50:26,2023-08-29 06:59:26,6,34.81,-73.773987,40.538185,4,N,-74.227696,40.729117,1,37.58,1.79,0.5,5.97,3.58,0.3,49.72
1,2023-03-01 07:07:30,2023-03-01 07:30:30,4,4.85,-74.160396,40.793616,4,Y,-73.759814,40.788024,3,99.38,2.68,0.5,6.58,0.13,0.3,109.57
2,2023-10-21 08:19:11,2023-10-21 08:36:11,5,35.04,-74.050759,40.525367,2,Y,-74.078412,40.550473,1,20.53,0.04,0.5,16.8,9.7,0.3,47.87
1,2023-12-17 08:16:32,2023-12-17 09:16:32,2,10.41,-74.062333,40.553902,5,N,-73.941401,40.820073,4,26.42,4.3,0.5,19.41,8.63,0.3,59.56
2,2023-03-11 14:45:34,2023-03-11 15:30:34,6,48.59,-73.908,40.848304,1,Y,-73.976711,40.518426,4,79.94,4.31,0.5,2.05,0.39,0.3,87.49
1,2023-01-12 11:49:26,2023-01-12 12:40:26,6,2.41,-74.166307,40.646964,2,Y,-74.061069,40.87882,3,19.01,4.12,0.5,15.42,5.52,0.3,44.87
1,2023-09-07 22:35:33,2023-09-07 23:06:33,2,8.93,-73.775259,40.814342,1,Y,-73.999182,40.637517,2,16.03,2.17,0.5,12.43,6.97,0.3,38.4
2,2023-08-29 04:03:27,2023-08-29 04:14:27,5,39.26,-74.293911,40.725688,5,N,-73.921998,40.634651,2,19.77,1.51,0.5,10.17,3.91,0.3,36.16
2,2023-10-07 09:56:39,2023-10-07 10:31:39,4,36.51,-73.981895,40.727404,3,Y,-73.830503,40.817072,2,41.15,3.04,0.5,14.0,7.06,0.3,66.05
1,2023-04-10 22:36:12,2023-04-10 23:01:12,3,22.24,-74.153269,40.819776,3,Y,-73.877445,40.830755,4,94.69,1.87,0.5,1.35,3.46,0.3,102.17
2,2023-01-08 06:18:50,2023-01-08 07:00:50,1,10.78,-74.133208,40.643766,4,N,-74.20901,40.546932,2,58.67,3.99,0.5,11.31,3.03,0.3,77.8
1,2023-12-06 11:40:50,2023-12-06 11:53:50,5,17.27,-74.158383,40.52943,4,N,-73.908327,40.779161,4,54.07,2.21,0.5,13.76,1.14,0.3,71.98
2,2023-02-01 02:35:23,2023-02-01 03:28:23,1,30.44,-73.866602,40.844939,4,N,-74.159282,40.881742,2,10.22,1.52,0.5,10.26,6.39,0.3,29.19
2,2023-03-15 19:31:50,2023-03-15 20:16:50,1,29.53,-74.133006,40.856528,1,N,-74.285754,40.808423,3,15.26,3.55,0.5,19.29,1.71,0.3,40.61
1,2023-09-22 09:49:19,2023-09-22 10:48:19,1,36.86,-74.136768,40.544941,3,Y,-74.072496,40.755433,3,79.35,4.81,0.5,3.85,1.68,0.3,90.49
1,2023-03-17 21:15:28,2023-03-17 21:49:28,4,26.44,-74.088659,40.761948,1,N,-74.084509,40.825012,1,35.09,1.38,0.5,15.16,4.15,0.3,56.58
1,2023-07-01 06:42:19,2023-07-01 07:26:19,1,3.75,-73.997203,40.505125,2,Y,-74.264747,40.870041,3,25.24,4.26,0.5,12.34,4.71,0.3,47.35
1,2023-07-23 11:07:02,2023-07-23 11:30:02,3,38.62,-73.781665,40.744122,4,N,-74.258618,40.767661,3,64.57,1.45,0.5,4.39,5.27,0.3,76.48
1,2023-07-29 10:17:44,2023-07-29 10:22:44,5,47.54,-74.180372,40.842244,4,N,-74.288682,40.612926,3,37.65,0.02,0.5,1.15,8.25,0.3,47.87
1,2023-11-04 15:27:11,2023-11-04 15:35:11,1,18.96,-73.730308,40.590951,2,N,-73.927231,40.782608,2,21.9,1.01,0.5,16.06,9.63,0.3,49.4
2,2023-08-12 06:03:15,2023-08-12 06:19:15,6,1.33,-73.735371,40.571158,3,N,-74.10274,40.651768,2,7.63,2.54,0.5,2.26,5.41,0.3,18.64
2,2023-03-25 17:21:51,2023-03-25 17:29:51,3,16.63,-74.296811,40.859448,1,Y,-74.082657,40.509662,3,91.19,1.64,0.5,5.4,6.15,0.3,105.18
2,2023-03-29 21:09:22,2023-03-29 21:31:22,2,14.89,-73.824808,40.842652,5,N,-73.828077,40.8371,1,95.86,4.36,0.5,11.19,9.76,0.3,121.97
1,2023-02-04 04:48:50,2023-02-04 05:40:50,2,21.21,-74.270843,40.882155,6,N,-73.757029,40.623202,3,5.55,0.85,0.5,19.27,7.52,0.3,33.99
2,2023-10-23 06:58:42,2023-10-23 07:42:42,2,30.18,-74.243561,40.547323,3,Y,-74.224924,40.521741,4,48.12,3.49,0.5,1.64,6.37,0.3,60.42
2,2023-03-07 10:44:29,2023-03-07 11:28:29,6,5.21,-73.875933,40.724197,6,N,-73.790853,40.638791,3,12.79,1.24,0.5,3.19,7.45,0.3,25.47
2,2023-04-04 18:21:01,2023-04-04 18:50:01,6,38.71,-73.821369,40.606356,4,Y,-74.234063,40.587169,1,23.98,3.21,0.5,17.99,7.38,0.3,53.36
2,2023-05-17 17:42:25,2023-05-17 18:30:25,2,28.73,-73.956559,40.585154,3,N,-73.966357,40.872003,1,42.69,2.13,0.5,8.27,7.5,0.3,61.39
2,2023-07-21 14:37:41,2023-07-21 15:23:41,1,39.87,-73.729504,40.528849,5,Y,-73.780046,40.544151,1,28.6,0.56,0.5,11.77,0.6,0.3,42.33
1,2023-08-06 18:07:09,2023-08-06 19:02:09,5,19.22,-73.870354,40.772086,1,N,-73.876305,40.766658,1,81.09,2.74,0.5,7.54,3.14,0.3,95.31
2,2023-06-26 16:56:04,2023-06-26 17:06:04,5,8.69,-73.830637,40.815289,5,N,-73.864551,40.625543,4,27.75,1.59,0.5,7.57,3.11,0.3,40.82
1,2023-08-22 15:03:40,2023-08-22 15:34:40,5,22.25,-74.197915,40.766037,5,Y,-74.250571,40.648017,1,99.49,2.43,0.5,12.16,5.08,0.3,119.96
2,2023-06-29 08:16:00,2023-06-29 09:03:00,1,39.83,-74.173756,40.571512,3,N,-73.836586,40.796824,1,5.49,1.66,0.5,17.76,2.44,0.3,28.15
2,2023-12-13 13:54:50,2023-12-13 14:28:50,3,4.22,-74.098634,40.546798,1,Y,-74.013684,40.724424,3,69.34,0.46,0.5,1.97,7.48,0.3,80.05
2,2023-02-10 22:45:15,2023-02-10 23:39:15,5,19.27,-74.10171,40.834611,2,Y,-73.844211,40.887029,1,92.81,2.25,0.5,13.57,9.83,0.3,119.26
2,2023-03-12 09:03:00,2023-03-12 09:44:00,1,30.96,-73.702929,40.652834,1,N,-74.105033,40.609512,4,19.35,0.87,0.5,13.44,1.91,0.3,36.37
1,2023-12-18 20:58:13,2023-12-18 21:37:13,1,27.6,-73.878126,40.663761,2,N,-74.005169,40.58371,1,31.19,1.37,0.5,14.95,6.3,0.3,54.61
2,2023-07-25 22:58:19,2023-07-25 23:37:19,6,24.35,-73.962307,40.653091,1,Y,-74.022033,40.831096,2,80.46,2.92,0.5,4.05,2.12,0.3,90.35
1,2023-07-22 00:52:53,2023-07-22 01:20:53,2,19.01,-74.168206,40.889432,1,Y,-73.722487,40.551362,4,90.54,2.99,0.5,15.06,8.73,0.3,118.12
1,2023-02-08 12:04:00,2023-02-08 12:52:00,5,49.32,-74.279433,40.777011,3,N,-73.791773,40.580462,2,24.3,4.78,0.5,18.47,6.22,0.3,54.57
2,2023-08-11 20:37:50,2023-08-11 21:09:50,4,38.61,-74.127697,40.776939,6,N,-74.106036,40.840698,2,39.44,4.03,0.5,10.09,7.61,0.3,61.97
1,2023-09-02 04:57:25,2023-09-02 05:38:25,3,43.27,-73.849842,40.798557,3,Y,-73.905756,40.745055,3,84.38,0.88,0.5,14.43,4.23,0.3,104.72
2,2023-12-22 08:55:21,2023-12-22 09:05:21,2,17.76,-73.969689,40.641682,4,Y,-74.265374,40.545706,3,85.7,0.79,0.5,10.27,3.7,0.3,101.26
2,2023-07-16 04:20:02,2023-07-16 04:27:02,6,46.96,-73.934291,40.857725,5,Y,-74.111983,40.61445,1,80.23,3.48,0.5,3.98,1.51,0.3,90.0
2,2023-04-14 08:19:54,2023-04-14 09:15:54,5,33.12,-74.07183,40.6191,1,Y,-74.033484,40.644888,4,58.08,4.02,0.5,2.52,9.92,0.3,75.34
2,2023-02-20 16:43:19,2023-02-20 16:58:19,2,34.91,-73.860586,40.616865,1,N,-73.878304,40.722466,1,18.79,2.98,0.5,0.23,1.71,0.3,24.51
1,2023-09-17 08:07:18,2023-09-17 08:20:18,2,26.58,-74.243816,40.597417,3,Y,-73.895941,40.609581,3,47.04,2.36,0.5,7.08,3.23,0.3,60.51
2,2023-11-02 08:37:55,2023-11-02 09:29:55,2,47.97,-73.955419,40.509368,4,Y,-73.709652,40.51726,3,89.81,1.57,0.5,18.33,0.22,0.3,110.73
1,2023-12-27 22:41:03,2023-12-27 23:28:03,5,27.97,-73.796832,40.65087,2,Y,-73.851141,40.539231,3,34.85,4.16,0.5,10.06,7.75,0.3,57.62
1,2023-01-21 16:58:10,2023-01-21 17:33:10,2,39.84,-73.888719,40.562735,3,Y,-74.167014,40.819122,2,61.53,3.95,0.5,12.56,5.21,0.3,84.05
1,2023-03-23 06:17:01,2023-03-23 06:32:01,2,0.64,-73.748115,40.883829,6,Y,-74.102417,40.596892,2,84.9,1.41,0.5,4.79,7.55,0.3,99.45
2,2023-09-18 07:05:18,2023-09-18 07:42:18,3,49.38,-74.234015,40.658069,2,N,-73.731,40.539132,4,85.29,0.35,0.5,19.47,9.58,0.3,115.49
2,2023-05-20 17:35:53,2023-05-20 18:11:53,6,8.75,-73.770069,40.546852,5,Y,-73.952484,40.632898,1,89.68,0.3,0.5,4.63,0.07,0.3,95.48
1,2023-04-26 12:49:35,2023-04-26 13:19:35,6,41.31,-74.068344,40.676205,2,Y,-73.847605,40.667883,4,72.64,0.06,0.5,2.95,9.13,0.3,85.58
1,2023-07-01 04:25:52,2023-07-01 04:35:52,5,29.75,-73.700295,40.69415,6,N,-74.263057,40.522984,3,15.76,0.0,0.5,1.91,2.26,0.3,20.73
1,2023-01-10 15:12:38,2023-01-10 16:02:38,6,41.24,-74.090643,40.794028,5,Y,-74.285365,40.792094,1,22.09,3.05,0.5,17.92,5.75,0.3,49.61
1,2023-10-18 12:38:33,2023-10-18 13:16:33,3,13.91,-74.153064,40.788465,4,Y,-74.143583,40.635142,2,74.41,3.71,0.5,18.3,4.9,0.3,102.12
2,2023-07-07 11:56:32,2023-07-07 12:44:32,6,4.23,-74.03418,40.569399,3,Y,-73.775986,40.848801,3,10.25,2.3,0.5,2.45,4.52,0.3,20.32
2,2023-01-26 14:03:45,2023-01-26 14:16:45,4,15.64,-74.253008,40.506316,6,N,-73.915536,40.805615,3,92.57,4.4,0.5,14.1,6.77,0.3,118.64
1,2023-01-28 19:30:54,2023-01-28 20:24:54,2,16.96,-74.053784,40.822819,3,N,-73.735314,40.5119,3,62.57,2.24,0.5,8.44,2.43,0.3,76.48
2,2023-09-30 22:11:09,2023-09-30 23:02:09,3,28.44,-74.067361,40.560073,2,Y,-74.197244,40.513304,2,41.49,0.87,0.5,3.01,0.48,0.3,46.65
1,2023-12-24 13:05:55,2023-12-24 14:03:55,2,9.26,-73.99705,40.822829,2,N,-73.852155,40.867008,1,17.41,3.61,0.5,2.36,8.64,0.3,32.82
2,2023-06-21 17:00:31,2023-06-21 17:08:31,5,2.34,-74.108766,40.53311,5,Y,-73.965614,40.697365,2,22.69,3.88,0.5,7.44,4.1,0.3,38.91
1,2023-05-01 19:48:26,2023-05-01 20:36:26,1,43.49,-74.245842,40.86738,3,N,-73.837768,40.882683,2,45.17,2.13,0.5,11.82,5.25,0.3,65.17
1,2023-06-14 00:21:33,2023-06-14 00:53:33,2,20.6,-74.23829,40.513416,2,Y,-74.077423,40.833205,2,97.89,2.77,0.5,12.71,0.21,0.3,114.38
